Car_Name,Selling_Price,km_driven,Fuel_Type,Seller_Type,Transmission
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1050000,90000,Diesel,Individual,Manual
Honda City i VTEC V,500000,20000,Petrol,Individual,Manual
Maruti Ritz VDi,180000,90000,Diesel,Individual,Manual
Hyundai Santro Xing GLS,170000,50000,Petrol,Individual,Manual
Honda Brio 1.2 S Option MT,484999,9000,Petrol,Individual,Manual
Maruti A-Star Vxi,150000,70000,Petrol,Individual,Manual
Maruti Alto K10 VXI Airbag,380000,25000,Petrol,Individual,Manual
Hyundai Santro Sportz BSIV,480000,10000,Petrol,Individual,Manual
Tata Indica Vista Aura 1.3 Quadrajet,135000,90000,Diesel,Individual,Manual
Volkswagen Polo Diesel Highline 1.2L,290000,60000,Diesel,Individual,Manual
Fiat Linea Dynamic,350000,70000,Petrol,Individual,Manual
Maruti Alto 800 LXI,110000,25000,Petrol,Individual,Manual
Hyundai Santro LE zipPlus,70000,80000,Petrol,Individual,Manual
Volkswagen Vento Petrol Highline AT,300000,70000,Petrol,Individual,Automatic
Maruti Alto 800 LX,180000,60000,Petrol,Individual,Manual
Renault KWID RXL,300000,20000,Petrol,Individual,Manual
Maruti Baleno Delta 1.2,509000,60000,Petrol,Individual,Manual
Maruti SX4 S Cross DDiS 320 Zeta,650000,80000,Diesel,Individual,Manual
Maruti Swift VDI BSIV,450000,70000,Diesel,Individual,Manual
Mahindra Jeep Classic,170000,2020,Diesel,Individual,Manual
Mahindra Scorpio 2.6 Turbo 7 Str,210000,100000,Diesel,Individual,Manual
Hyundai i20 Asta 1.4 CRDi,360000,80000,Diesel,Individual,Manual
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,495000,120000,Diesel,Individual,Manual
Maruti Alto LX,105000,100000,Petrol,Individual,Manual
Hyundai i20 Magna,270000,60000,Petrol,Individual,Manual
Ford Figo Petrol LXI,130000,110000,Petrol,Individual,Manual
Honda City i DTEC S,700000,90000,Diesel,Individual,Manual
Chevrolet Cruze LTZ,400000,40000,Diesel,Individual,Manual
Maruti Swift ZXI ABS,250000,60000,Petrol,Individual,Manual
Honda Amaze VX i-DTEC,325000,94000,Diesel,Individual,Manual
Maruti Alto LXi,69000,100000,Petrol,Individual,Manual
Mahindra Scorpio S11 BSIV,1380000,25000,Diesel,Individual,Manual
Maruti Zen Estilo VXI BSIII,90000,90000,Petrol,Individual,Manual
Mahindra XUV500 W6 1.99 mHawk,1000000,40000,Diesel,Individual,Manual
Hyundai Accent GLE CNG,145000,90000,CNG,Individual,Manual
Maruti Alto K10 LX,250000,1100,Petrol,Individual,Manual
Maruti Swift VDI,256000,70000,Diesel,Individual,Manual
Tata Indica DLS,70000,120000,Diesel,Individual,Manual
Maruti Wagon R VX,50000,88500,Petrol,Individual,Manual
Renault KWID RXT,240000,70000,Petrol,Individual,Manual
Tata Indica Vista Aqua 1.2 Safire BSIV,97000,128000,Petrol,Individual,Manual
Tata Indigo CR4,130000,120000,Diesel,Individual,Manual
Maruti Swift 1.3 VXi,199000,52536,Petrol,Individual,Manual
Honda Civic 1.8 S AT,125000,70000,Petrol,Individual,Automatic
Hyundai Xcent 1.1 CRDi Base,420000,60000,Diesel,Individual,Manual
Mahindra NuvoSport N8,525000,110000,Diesel,Individual,Manual
Hyundai Santro Xing GLS,125000,85000,Petrol,Individual,Manual
Hyundai Verna Transform CRDi VGT SX ABS,325000,135000,Diesel,Individual,Manual
Volkswagen Vento New Diesel Highline,330000,86000,Diesel,Individual,Manual
Maruti Wagon R LXI BS IV,110000,50000,Petrol,Individual,Manual
Maruti S-Presso VXI Plus,450000,1950,Petrol,Individual,Manual
Maruti Swift 1.3 VXi,85000,118400,Petrol,Individual,Manual
Honda Civic 1.8 S MT,229999,70000,Petrol,Individual,Manual
Hyundai i10 Magna,250000,60000,Petrol,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,650000,68000,Diesel,Individual,Manual
Maruti Swift Dzire VDI,600000,46507,Diesel,Dealer,Manual
Toyota Etios Liva 1.2 VX,650000,6480,Petrol,Dealer,Manual
Maruti Vitara Brezza VDi,750000,32077,Diesel,Dealer,Manual
Toyota Yaris G,850000,19107,Petrol,Dealer,Manual
Hyundai EON Era Plus Option,315000,18469,Petrol,Dealer,Manual
Maruti Swift LXI Option,415000,28217,Petrol,Dealer,Manual
Maruti Ciaz ZDi Plus,640000,72787,Diesel,Dealer,Manual
Maruti Ciaz 1.4 Alpha,780000,31063,Petrol,Dealer,Manual
Toyota Fortuner 4x2 AT,2595000,79641,Diesel,Dealer,Automatic
Hyundai Creta 1.6 CRDi SX,850000,58692,Diesel,Dealer,Manual
Hyundai Creta 1.6 CRDi SX,900000,54784,Diesel,Dealer,Manual
Toyota Corolla Altis GL MT,1150000,64156,Petrol,Dealer,Manual
Maruti Esteem Lxi - BSIII,75000,54000,Petrol,Individual,Manual
Volkswagen Vento Diesel Comfortline,215000,97000,Diesel,Individual,Manual
Maruti SX4 ZXI AT,130000,120000,Petrol,Individual,Automatic
Hyundai Santro Magna AMT BSIV,400000,16000,Petrol,Individual,Automatic
Maruti Swift Dzire AMT ZXI,550000,60000,Petrol,Individual,Automatic
Chevrolet Beat LT,245000,52000,Petrol,Dealer,Manual
Maruti Swift VDI BSIV,320000,110000,Diesel,Individual,Manual
Mahindra TUV 300 T8 AMT,730000,60000,Diesel,Individual,Automatic
Ford Fusion 1.6 Duratec Petrol,120000,100000,Petrol,Individual,Manual
Honda City i-VTEC VX,950000,35000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,350000,48000,Petrol,Individual,Manual
Maruti Esteem Vxi,100000,20000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,350000,30000,Petrol,Individual,Manual
Maruti Wagon R VXI BSIII,80000,40000,Petrol,Individual,Manual
Hyundai Verna 1.6 VTVT,370000,60000,Petrol,Individual,Manual
Hyundai EON D Lite Plus,160000,70000,Petrol,Individual,Manual
Tata Sumo Victa EX 7/9 Str BSII,130000,120000,Diesel,Individual,Manual
Chevrolet Sail Hatchback 1.2 LS,250000,30000,Petrol,Individual,Manual
Tata New Safari DICOR 2.2 GX 4x2 BS IV,270000,80000,Diesel,Individual,Manual
BMW X1 sDrive 20d xLine,2600000,9500,Diesel,Individual,Automatic
Hyundai EON Era Plus,160000,80000,Petrol,Individual,Manual
Hyundai EON Magna Plus,229999,80000,Petrol,Individual,Manual
Mahindra Bolero Power Plus ZLX,750000,29000,Diesel,Individual,Manual
Chevrolet Optra Magnum 2.0 LS,195000,120000,Diesel,Individual,Manual
Toyota Etios Cross 1.2L G,320000,60000,Petrol,Individual,Manual
Mahindra Scorpio S7 140 BSIV,1100000,20000,Diesel,Individual,Manual
Datsun RediGO S,270000,22000,Petrol,Individual,Manual
Skoda Fabia 1.2 MPI Ambition Plus,300000,50000,Petrol,Individual,Manual
Chevrolet Beat Diesel LT,200000,50000,Diesel,Individual,Manual
Maruti Zen Estilo 1.1 LXI BSIII,120000,81366,Petrol,Individual,Manual
Maruti Esteem Vxi - BSIII,95000,110000,Petrol,Individual,Manual
Volkswagen Polo Petrol Comfortline 1.2L,400000,100000,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,229999,300000,Diesel,Individual,Manual
Mahindra KUV 100 mFALCON D75 K6,430000,20000,Diesel,Individual,Manual
Renault Fluence 1.5,300000,90000,Diesel,Individual,Manual
Fiat Linea Dynamic,350000,70000,Petrol,Individual,Manual
Renault Duster 110PS Diesel RxZ,450000,120000,Diesel,Individual,Manual
Renault KWID RXT,200000,53000,Petrol,Individual,Manual
Maruti Alto 800 LXI,250000,30000,Petrol,Individual,Manual
Maruti Swift Dzire 1.2 Vxi BSIV,368000,90000,Petrol,Individual,Manual
Maruti Swift Dzire 1.2 Vxi BSIV,368000,90000,Petrol,Individual,Manual
Toyota Innova 2.5 GX (Diesel) 7 Seater,650000,244000,Diesel,Individual,Manual
Mahindra Jeep CL 500 MDI,150000,120000,Diesel,Individual,Manual
Maruti Wagon R LXI DUO BS IV,180000,60000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Sportz Option,525000,15000,Petrol,Individual,Manual
Ford Endeavour 4x4 XLT,350000,150000,Diesel,Individual,Manual
Mahindra TUV 300 Plus P4,850000,30000,Diesel,Individual,Manual
Volkswagen Jetta 2.0 TDI Comfortline,350000,312000,Diesel,Individual,Manual
Maruti Esteem Lxi - BSIII,75000,54000,Petrol,Individual,Manual
Maruti Swift 1.3 VXi,160000,67000,Petrol,Individual,Manual
Maruti Swift LDI Optional,500000,40000,Diesel,Individual,Manual
Hyundai Santro Xing GLS,130000,100000,Petrol,Individual,Manual
Tata Zest Quadrajet 1.3 75PS XE,350000,100000,Diesel,Individual,Manual
Maruti Wagon R LXI,70000,80000,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,750000,145000,Diesel,Individual,Manual
Honda Amaze VX i-DTEC,450000,53000,Diesel,Individual,Manual
Maruti Swift Dzire LDI,430000,73000,Diesel,Individual,Manual
Maruti SX4 VDI,260000,90000,Diesel,Individual,Manual
Maruti Swift VDI,370000,80000,Diesel,Individual,Manual
Chevrolet Aveo 1.4 CNG,229999,100000,CNG,Individual,Manual
Ford Figo Diesel EXI,140000,90000,Diesel,Individual,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,700000,200000,Diesel,Individual,Manual
Hyundai Elite i20 Magna Plus BSIV,545000,7300,Petrol,Individual,Manual
Datsun RediGO T Option,200000,30000,Petrol,Individual,Manual
Tata Safari Storme VX,500000,120000,Diesel,Individual,Manual
Maruti Alto LXi,70000,90000,Petrol,Individual,Manual
Mahindra Thar 4X4,580000,25000,Diesel,Individual,Manual
Maruti Eeco 5 STR With AC Plus HTR CNG,160000,70000,CNG,Individual,Manual
Hyundai Grand i10 1.2 Kappa Sportz BSIV,450000,6000,Petrol,Individual,Manual
Maruti Alto LXi,160000,36000,Petrol,Individual,Manual
Maruti Ertiga SHVS ZDI Plus,760000,49000,Diesel,Individual,Manual
Hyundai EON Magna Optional,300000,22000,Petrol,Individual,Manual
Maruti Omni 5 Str STD Petrol,50000,35000,Petrol,Individual,Manual
Mahindra Bolero 2011-2019 SLX,800000,24000,Diesel,Individual,Manual
Maruti Swift Dzire VDI,680000,20000,Diesel,Individual,Manual
Maruti 800 DUO AC Petrol,85000,50000,Petrol,Individual,Manual
Toyota Innova Crysta 2.4 G MT BSIV,1300000,70000,Diesel,Individual,Manual
Maruti Swift VXI BSIV,500000,60000,Petrol,Individual,Manual
Audi Q5 2.0 TDI,3500000,35000,Diesel,Individual,Automatic
Hyundai Accent GLX,145000,60000,Petrol,Individual,Manual
Mahindra Quanto C6,300000,60000,Diesel,Individual,Manual
Maruti Swift VDI Optional,600000,60000,Diesel,Individual,Manual
Maruti Swift Dzire VXI,400000,70000,Petrol,Individual,Manual
Hyundai Santro Xing XK eRLX EuroIII,130000,135000,Petrol,Individual,Manual
Maruti 800 AC BSII,45000,72539,Petrol,Individual,Manual
Maruti Baleno Zeta 1.2,641000,25000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,650000,50000,Diesel,Individual,Manual
Ford Freestyle Titanium Diesel,784000,101,Diesel,Dealer,Manual
Ford Figo Titanium,635000,101,Petrol,Dealer,Manual
Ford Ecosport 1.5 Diesel Titanium,1000000,101,Diesel,Dealer,Manual
Ford Figo 1.5D Titanium Opt MT,495000,52328,Diesel,Dealer,Manual
Hyundai Santro Xing GLS,324000,30000,Petrol,Individual,Manual
Ford Endeavour 3.2 Titanium AT 4X4,2100000,91505,Diesel,Dealer,Automatic
Maruti Alto 800 LXI,200000,35000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,320000,60000,Diesel,Individual,Manual
Hyundai EON Magna Optional,300000,20500,Petrol,Individual,Manual
Tata Indica Vista Quadrajet LX,180000,200000,Diesel,Individual,Manual
Toyota Innova 2.5 V Diesel 8-seater,500000,154000,Diesel,Individual,Manual
Toyota Etios VX,305000,120000,Petrol,Individual,Manual
Maruti 800 AC,125000,50000,Petrol,Individual,Manual
Maruti Swift Dzire ZDI,800000,135000,Diesel,Individual,Manual
Mahindra Scorpio SLE BSIV,420000,100000,Diesel,Individual,Manual
Maruti Vitara Brezza ZDi Plus,875000,40000,Diesel,Individual,Manual
Maruti Swift Dzire ZDI,580000,70000,Diesel,Individual,Manual
Maruti Swift Ldi BSIV,350000,133000,Diesel,Individual,Manual
Hyundai Accent GLS,120000,110000,Petrol,Individual,Manual
Tata Indica Vista TDI LS,150000,180000,Diesel,Individual,Manual
Renault Duster 110PS Diesel RxZ,650000,120000,Diesel,Individual,Manual
Maruti Alto K10 2010-2014 VXI,225000,80000,Petrol,Individual,Manual
Honda Amaze S AT i-Vtech,400000,15000,Petrol,Individual,Automatic
Hyundai Getz GLS,250000,70000,Petrol,Individual,Manual
Hyundai Santro Xing GL Plus,120000,41723,Petrol,Individual,Manual
Maruti SX4 Vxi BSIV,250000,70000,Petrol,Individual,Manual
Maruti Alto K10 LXI,175000,20000,Petrol,Individual,Manual
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Maruti Ignis 1.3 Delta,590000,26350,Diesel,Dealer,Manual
Tata Indigo CS LX (TDI) BS-III,225000,68745,Diesel,Dealer,Manual
Mahindra XUV500 W6 2WD,900000,47000,Diesel,Individual,Manual
Maruti Alto K10 VXI AGS,375000,27289,Petrol,Dealer,Automatic
Hyundai EON Era Plus,320000,24662,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,525000,37000,Diesel,Dealer,Manual
Nissan Evalia XV,650000,28245,Diesel,Dealer,Manual
Hyundai Grand i10 1.2 CRDi Sportz Option,575000,27005,Diesel,Dealer,Manual
Hyundai i10 Magna,355000,39227,Petrol,Dealer,Manual
Mahindra KUV 100 D75 K4 Plus 5Str,470000,31367,Diesel,Dealer,Manual
Maruti Wagon R LXI,221000,35008,Petrol,Dealer,Manual
Hyundai Santro Xing GLS,195000,27005,Petrol,Dealer,Manual
Hyundai Santro Xing XG,90000,100005,Petrol,Dealer,Manual
Hyundai Verna SX Diesel,580000,45264,Diesel,Dealer,Manual
Maruti Eeco 7 Seater Standard BSIV,325000,39093,Petrol,Dealer,Manual
Honda City Corporate Edition,495000,45241,Petrol,Dealer,Manual
Hyundai EON Era,290000,12000,Petrol,Dealer,Manual
Datsun RediGO 1.0 T Option,375000,2769,Petrol,Dealer,Manual
Tata Indica Vista TDI LS,211000,43128,Diesel,Dealer,Manual
Hyundai i20 Asta,270000,110000,Petrol,Individual,Manual
Maruti Alto LXI,70000,50000,Petrol,Individual,Manual
Hyundai i10 Magna 1.2,225000,60000,Petrol,Individual,Manual
Mahindra Scorpio LX,420000,70000,Diesel,Individual,Manual
Chevrolet Sail Hatchback 1.2 LS,280000,22255,Petrol,Individual,Manual
Hyundai i20 Sportz 1.2,400000,59213,Petrol,Individual,Manual
Mahindra XUV500 W6 2WD,850000,55000,Diesel,Individual,Manual
Ford Fiesta Titanium 1.5 TDCi,550000,80000,Diesel,Individual,Manual
Ford Fiesta Titanium 1.5 TDCi,550000,80000,Diesel,Individual,Manual
Renault Captur 1.5 Diesel RXT Mono,1000000,40000,Diesel,Individual,Manual
Mahindra Xylo D2 Maxx,350000,170000,Diesel,Individual,Manual
Tata New Safari DICOR 2.2 EX 4x2,350000,170000,Diesel,Individual,Manual
Honda Civic 1.8 S MT,170000,70000,Petrol,Individual,Manual
Ford Aspire Titanium BSIV,828999,1010,Petrol,Dealer,Manual
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,1119000,1010,Petrol,Dealer,Manual
Ford Figo Titanium,746000,1111,Petrol,Dealer,Manual
Ford Ecosport 1.5 Petrol Trend,1030000,1010,Petrol,Dealer,Manual
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,1334000,1010,Diesel,Dealer,Manual
Ford Freestyle Titanium,811999,1010,Petrol,Dealer,Manual
Ford Ecosport Thunder Edition Diesel,1331000,1010,Diesel,Dealer,Manual
Ford Freestyle Titanium Plus,852000,1010,Petrol,Dealer,Manual
Tata Indica DLE,45000,120000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxL Optional,430000,70000,Diesel,Individual,Manual
Tata Indigo LX,140000,60000,Diesel,Individual,Manual
Mahindra Scorpio S2 9 Seater,830000,70000,Diesel,Individual,Manual
Mahindra Scorpio VLS 2.2 mHawk,409999,110000,Diesel,Individual,Manual
Maruti Swift VDI,190000,80000,Diesel,Individual,Manual
Honda Accord VTi-L (MT),200000,80000,Petrol,Individual,Manual
Hyundai Accent GLX,120000,110000,Petrol,Individual,Manual
Mahindra Bolero Power Plus Plus AC BSIV PS,850000,50000,Diesel,Individual,Manual
Tata Indigo CS LE (TDI) BS-III,95000,115000,Diesel,Individual,Manual
Maruti Wagon R LXI BS IV,213000,80000,Petrol,Individual,Manual
Volkswagen Ameo 1.5 TDI Highline Plus 16,660000,25000,Diesel,Individual,Manual
Nissan Micra XL,415000,48965,Petrol,Dealer,Manual
Ford Ecosport 1.5 Petrol Titanium Plus,1100000,5166,Petrol,Dealer,Manual
Mahindra XUV500 W8 4WD,650000,76290,Diesel,Dealer,Manual
Mahindra XUV500 AT W10 AWD,969999,70000,Diesel,Individual,Automatic
Mahindra XUV500 W10 2WD,1250000,35000,Diesel,Individual,Manual
Maruti Swift Dzire AMT VDI,715000,25000,Diesel,Individual,Automatic
Maruti Swift Dzire AMT VDI,715000,25000,Diesel,Individual,Automatic
Maruti Swift VDI,565000,47000,Diesel,Dealer,Manual
Mahindra Thar 4X4,615000,45766,Diesel,Individual,Manual
Tata New Safari 4X4,199000,78771,Diesel,Dealer,Manual
Maruti Swift Vdi BSIII,325000,79357,Diesel,Dealer,Manual
Ford Figo Diesel EXI,409999,28000,Diesel,Individual,Manual
Hyundai Verna SX CRDi AT,500000,72000,Diesel,Dealer,Automatic
Ford Figo Diesel LXI,225000,76736,Diesel,Dealer,Manual
Maruti Alto LX BSIII,135000,70000,Petrol,Individual,Manual
Renault Koleos 2.0 Diesel,750000,80000,Diesel,Individual,Automatic
Maruti Wagon R LXI DUO BSIII,155000,60000,Petrol,Individual,Manual
Volkswagen Polo Diesel Highline 1.2L,335000,77000,Diesel,Dealer,Manual
Ford Ikon 1.8 D,114999,92645,Diesel,Dealer,Manual
Mercedes-Benz New C-Class 200 CDI Classic,699000,101849,Diesel,Dealer,Manual
Mahindra Bolero DI,110000,120000,Diesel,Individual,Manual
Hyundai i20 Asta 1.2,300000,80000,Petrol,Individual,Manual
Mahindra Scorpio S4 4WD,700000,70000,Diesel,Individual,Manual
Maruti Ertiga SHVS LDI Option,700000,120000,Diesel,Individual,Manual
Maruti Alto 800 LXI,210000,42000,Petrol,Individual,Manual
Maruti Ertiga VDI,600000,120000,Diesel,Individual,Manual
Tata Manza Aura (ABS) Quadrajet BS IV,180000,155836,Diesel,Individual,Manual
Maruti Wagon R VXi BSII,220000,59000,Petrol,Individual,Manual
Chevrolet Spark 1.0 LT,70000,60000,Petrol,Individual,Manual
Hyundai Creta 1.4 CRDi Base,950000,70000,Diesel,Individual,Manual
Ford Fiesta 1.5 TDCi Ambiente,800000,20000,Diesel,Individual,Manual
Mahindra XUV500 W8 4WD,700000,120000,Diesel,Individual,Manual
Renault KWID 1.0,265000,40000,Petrol,Individual,Manual
Volkswagen Polo Diesel Trendline 1.2L,175000,90000,Diesel,Individual,Manual
Mahindra Quanto C6,260000,89000,Diesel,Individual,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,950000,80000,Diesel,Individual,Manual
Maruti Swift Vdi BSIII,250000,200000,Diesel,Individual,Manual
Mahindra Scorpio S10 7 Seater,630000,50000,Diesel,Individual,Manual
Tata Nano LX SE,35000,35000,Petrol,Individual,Manual
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic
BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic
Maruti Swift ZXI BSIV,670000,7104,Petrol,Dealer,Manual
Maruti Ertiga VXI,625000,11918,Petrol,Dealer,Manual
Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic
Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual
Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Dealer,Automatic
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Dealer,Manual
Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual
Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic
Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,600000,46507,Diesel,Dealer,Manual
Chevrolet Enjoy TCDi LS 8 Seater,330000,200000,Diesel,Individual,Manual
Maruti Alto LXi,150000,120000,Petrol,Individual,Manual
Tata Indigo LS,105000,90000,Diesel,Individual,Manual
Tata Indica Vista TDI LX,185000,65000,Diesel,Individual,Manual
Fiat Grande Punto EVO 1.3 Active,260000,50000,Diesel,Individual,Manual
Maruti Swift Dzire VDi,450000,33000,Diesel,Individual,Manual
Maruti Swift VXI Deca,500000,38000,Petrol,Individual,Manual
Maruti Alto K10 2010-2014 VXI,260000,40000,Petrol,Individual,Manual
Volkswagen Polo Diesel Trendline 1.2L,265000,55000,Diesel,Individual,Manual
Mahindra Thar CRDe,800000,26000,Diesel,Individual,Manual
Tata Safari Storme VX Varicor 400,869999,80000,Diesel,Individual,Manual
Maruti Baleno Alpha 1.2,690000,40000,Petrol,Individual,Manual
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,825000,120000,Diesel,Individual,Manual
Maruti Alto LX BSIII,160000,63230,Petrol,Individual,Manual
Mahindra Scorpio 2.6 SLX CRDe,300000,120000,Diesel,Individual,Manual
Maruti Wagon R VXI,100000,100000,Petrol,Individual,Manual
Hyundai i20 Asta 1.4 CRDi,530000,77000,Diesel,Individual,Manual
Maruti Swift VXI Optional,360000,30000,Petrol,Individual,Manual
Maruti Swift 1.2 DLX,220000,40000,Petrol,Individual,Manual
Maruti Alto 800 LXI,178000,35000,Petrol,Individual,Manual
Mahindra Thar DI 4X2,515000,5000,Diesel,Individual,Manual
Maruti Ritz VXi,300000,35000,Petrol,Individual,Manual
Tata Indigo LS,105000,90000,Diesel,Individual,Manual
Tata Indica Vista TDI LX,185000,65000,Diesel,Individual,Manual
Tata Indica Vista Quadrajet LS,150000,80000,Diesel,Individual,Manual
Fiat Grande Punto EVO 1.3 Active,260000,50000,Diesel,Individual,Manual
